,Filename,Date,Entity name,Order type,Text
""Pitched,"" and ""Pending.""
5
8.
The self-evaluation forms conveyed to research analysts some of the criteria used
6
to evaluate their performance. As reflected in the IB questions contained in the
forms, contribution to the Firm's IB business was an important part of the analyst's
7
job.
8
9.
In some circumstances, research analysts requested that individual investment
bankers complete a written ""team review"" of the analyst, which was then submitted
9
to the Head of Research. In these reviews, the investment banker described his
10
or her contact with the analyst and the analyst's participation in IB activities,
including pitch and underwriting activities.
11
10.
For example, in a 1999 review of a research analyst by an investment banker, the
12
banker stated the following: ""I have worked extensively with [this research analyst]
over the past year. I probably speak to her everyday [sic] on topics ranging from
13
executing live transactions, evaluating potential business opportunities, drafting
""pitch' presentations, coordinating scheduling and marketing efforts across IB, and
14
strategizing about the Internet practice I consider [her] to be a partner in
our
building of the firm's Internet franchise and, as a result, probably work more
15
closely with her than anyone in IB.""
16
11. Research analysts sometimes provided reviews of investment bankers in
conjunction with the banker's performance review. In these reviews, analysts
17
described their contact with the banker and referenced participation in specific IB
activities.
18
12.
For example, in an e-mail dated Dec. 14, 2000, a research analyst provided a
19
review of an investment banker. The analyst stated: ""I've probably had more
opportunity to work with [this investment banker] and observe him in action than
20
anybody else in the bank. [The banker and I] have been in sync about where the
quality banking prospects are so that I don't have to fend off garbage banking
21
deals
Built semiconductor banking practice from nothing:
[The banker
and I] have built a profitable semiconductor banking practice, starting from literally
22
zero four years ago In 1999, we posted a couple of successes With a touch
more luck, we could have doubled the revenue potential this year We are still
23
banking the semiconductor sector pretty much the way we did three years ago,
which means going after a dozen or so key prospects (split evenly between
24
existing public companies and quality IPO candidates) and then doing everything
else opportunistically rather than strategically The message here is that we have
25
not developed the semiconductor banking machine that our strongest dozen
1
competitors have, and that makes it hard to gain market share."" (Emphasis in the
original.)
2
13.
Based upon comments in the self-evaluations completed by research analysts and
3
the reviews completed by both analysts and investment bankers, the two groups
worked closely on IB transactions and shared a common goal of building the
4
Firm's IB business.
5
14.
The Head of Research reviewed the self-evaluations and team reviews and
provided a verbal and/or written evaluation of the research analyst. The written
6
evaluations provided feedback on the analyst's performance during the year and in
certain cases highlighted the analyst's participation in IB activities, including the
7
revenues generated by IB transactions on which the analyst worked.
8
15.
For example, the Head of Research at RESPONDENT JPMSI stated the following
9
in the first paragraph of his year 2000 evaluation of a research analyst: ""By every
measure, [the research analyst] had an outstanding year in 2000. Most
10
importantly, [he] led the charge in establishing J.P. Morgan as the #1 biotech shop
with a resounding 21.9% share of the underwriting wallet in his sector. [He]
11
supported 21 transactions this year, 11 of which were as the lead underwriter.
The revenue attributable to these transactions is over $70 mm."" Later in the
12
evaluation, the Head of Research stated that the analyst's contribution to the
Firm's ""corporate underwriting business"" was ""enormous.""
13
16. Comments by the Head of Research conveyed to research analysts the
14
performance areas that were important to research management and the Firm.
Based upon these comments, certain analysts were encouraged to participate in
15
IB activities, increase IB revenues, and enhance the reputation of the Firm's IB
franchise.
16
17. Research analyst bonuses were determined by the Head of Research in his
17
discretion after considering several factors that contributed to the analyst's market
value.
18
18. The research analyst's contribution to and impact on the Firm's IB business, and
19
the fees generated by IB transactions on which the analyst worked, were some of
the factors used to determine the analyst's bonus. If the analyst did not disclose in
20
the self- evaluation form the fees generated by the IB transactions on which he or
she worked, the Head of Research requested this information from the ECM
21
Department at the Firm.
22
E. Investment Banking Interests Influenced the Firm's Decision to Initiate and
Maintain Research Coverage
23
1.
In general, the Firm determined whether to initiate and maintain research
24
coverage based upon institutional investors' interest in the company and/or based
upon IB considerations, such as attracting companies to generate IB business or
